,location,total_sqft,bath,price,BHK
6225,Thigalarapalya,1297.0,2.0,98.0,2
6227,Thubarahalli,3800.0,4.0,239.0,4
6228,Thubarahalli,1200.0,2.0,78.0,2
6229,Thubarahalli,1128.0,2.0,75.0,2
6230,Thubarahalli,1185.0,2.0,65.0,2
6231,Thubarahalli,975.0,2.0,55.0,2
6232,Thubarahalli,1330.0,2.0,75.0,2
6233,Thubarahalli,1085.0,2.0,70.0,2
6234,Thubarahalli,1216.0,2.0,80.0,2
6235,Thubarahalli,1200.0,2.0,79.0,2
6236,Thubarahalli,1200.0,2.0,80.0,2
6237,Thubarahalli,1200.0,2.0,79.55,2
6239,Thubarahalli,2625.0,3.0,175.0,3
6240,Thubarahalli,975.0,2.0,50.0,2
6241,Thubarahalli,1584.0,3.0,101.0,3
6242,Tindlu,1500.0,2.0,87.0,3
6243,Tindlu,7500.0,7.0,400.0,7
6244,Tindlu,1357.0,2.0,65.0,3
6245,Tindlu,1500.0,3.0,87.0,3
6246,Tindlu,1370.07,3.0,65.0,3
6247,Tindlu,1165.0,2.0,59.8,2
6248,Tindlu,1050.0,2.0,55.0,2
6249,Tindlu,1100.0,2.0,55.0,2
6250,Tumkur Road,1500.0,3.0,95.0,3
6251,Tumkur Road,1779.0,3.0,112.0,3
6252,Tumkur Road,1586.0,3.0,100.0,3
6253,Tumkur Road,1098.0,2.0,72.0,2
6254,Tumkur Road,1354.0,3.0,90.0,3
6255,Tumkur Road,1240.0,2.0,84.0,3
6256,Tumkur Road,1239.0,2.0,82.0,2
6257,Tumkur Road,1246.0,2.0,82.0,2
6258,Tumkur Road,1500.0,3.0,100.0,3
6260,Tumkur Road,1416.0,3.0,94.0,3
6261,Tumkur Road,1027.0,2.0,60.0,2
6262,Tumkur Road,1027.0,2.0,68.62,2
6263,Tumkur Road,1459.0,2.0,95.0,3
6264,Tumkur Road,992.0,2.0,60.0,2
6265,Tumkur Road,1066.0,2.0,52.5,2
6266,Tumkur Road,1240.0,2.0,79.0,3
6267,Tumkur Road,1441.0,2.0,95.0,3
6268,Tumkur Road,1240.0,2.0,83.0,3
6269,Tumkur Road,1027.0,2.0,67.0,2
6271,Tumkur Road,1354.0,3.0,85.86,3
6272,Ulsoor,2135.0,3.0,215.0,3
6273,Ulsoor,1275.0,2.0,120.0,2
6274,Ulsoor,1020.0,3.0,110.0,3
6275,Ulsoor,1200.0,2.0,60.0,2
6276,Ulsoor,1180.0,2.0,100.0,2
6277,Ulsoor,1340.0,3.0,90.0,3
6278,Ulsoor,1500.0,2.0,125.0,3
6279,Ulsoor,2000.0,3.0,185.0,3
6280,Ulsoor,1255.0,2.0,120.0,2
6281,Ulsoor,1685.0,4.0,185.0,3
6283,Ulsoor,2135.0,3.0,170.0,3
6284,Ulsoor,1160.0,2.0,130.0,2
6285,Uttarahalli,1440.0,2.0,62.0,3
6286,Uttarahalli,1143.0,2.0,45.0,2
6287,Uttarahalli,1020.0,2.0,45.0,2
6288,Uttarahalli,1286.0,2.0,63.0,2
6289,Uttarahalli,1101.0,2.0,45.0,2
6290,Uttarahalli,1345.0,2.0,67.0,2
6293,Uttarahalli,1175.0,2.0,47.0,2
6294,Uttarahalli,1390.0,2.0,62.55,3
6295,Uttarahalli,1330.0,2.0,56.0,3
6296,Uttarahalli,1008.0,2.0,45.0,2
6297,Uttarahalli,1390.0,2.0,60.47,3
6298,Uttarahalli,1617.0,3.0,66.68,3
6299,Uttarahalli,1150.0,2.0,49.0,2
6300,Uttarahalli,1200.0,2.0,44.0,2
6303,Uttarahalli,882.0,2.0,30.0,2
6304,Uttarahalli,993.0,2.0,39.71,2
6305,Uttarahalli,1045.0,2.0,45.0,2
6306,Uttarahalli,850.0,2.0,37.93,2
6308,Uttarahalli,3600.0,6.0,120.0,6
6309,Uttarahalli,1788.0,3.0,98.34,3
6310,Uttarahalli,1345.0,2.0,57.0,3
6311,Uttarahalli,1089.0,2.0,43.55,2
6312,Uttarahalli,1279.0,2.0,48.0,2
6314,Uttarahalli,1425.0,2.0,64.0,3
6315,Uttarahalli,1155.0,2.0,40.42,2
6316,Uttarahalli,1050.0,2.0,42.0,2
6317,Uttarahalli,1300.0,2.0,55.0,3
6318,Uttarahalli,1250.0,2.0,55.0,3
6319,Uttarahalli,1700.0,3.0,88.0,3
6320,Uttarahalli,1200.0,3.0,50.0,3
6321,Uttarahalli,1085.0,2.0,43.0,2
6323,Uttarahalli,1689.28,3.0,91.2,3
6324,Uttarahalli,1137.0,2.0,63.0,2
6325,Uttarahalli,1315.0,2.0,74.0,3
6326,Uttarahalli,1215.0,2.0,52.85,3
6328,Uttarahalli,1325.0,2.0,53.0,2
6329,Uttarahalli,1300.0,2.0,60.0,3
6330,Uttarahalli,850.0,2.0,35.0,2
6331,Uttarahalli,1627.86,3.0,88.0,3
6333,Uttarahalli,1360.0,2.0,61.2,3
6334,Uttarahalli,1280.0,2.0,75.0,2
6335,Uttarahalli,661.0,1.0,36.0,1
6336,Uttarahalli,1134.0,2.0,45.36,2
6338,Uttarahalli,1320.0,2.0,55.44,3
6339,Uttarahalli,1390.0,2.0,61.16,3
6340,Uttarahalli,1090.0,2.0,45.0,2
6341,Uttarahalli,1123.0,2.0,48.0,2
6342,Uttarahalli,1329.0,2.0,56.0,3
6343,Uttarahalli,938.0,2.0,35.0,2
6346,Uttarahalli,1100.0,1.0,45.0,2
6347,Uttarahalli,1125.0,2.0,47.0,2
6349,Uttarahalli,1685.0,3.0,85.0,3
6350,Uttarahalli,1180.0,2.0,41.3,2
6351,Uttarahalli,1380.0,2.0,42.0,2
6352,Uttarahalli,1737.0,2.0,95.0,3
6353,Uttarahalli,1160.0,2.0,45.0,2
6354,Uttarahalli,1280.0,2.0,60.0,3
6356,Uttarahalli,1190.0,2.0,53.55,2
6357,Uttarahalli,1330.0,2.0,57.0,3
6358,Uttarahalli,1560.0,3.0,74.0,3
6360,Uttarahalli,1125.0,2.0,48.0,2
6362,Uttarahalli,1160.0,2.0,40.6,2
6363,Uttarahalli,1163.0,2.0,68.0,2
6365,Uttarahalli,1065.0,2.0,42.59,2
6366,Uttarahalli,1075.0,2.0,46.76,2
6367,Uttarahalli,1155.0,2.0,40.6,2
6371,Uttarahalli,1002.0,2.0,40.08,2
6372,Uttarahalli,1075.0,2.0,40.0,2
6374,Uttarahalli,1155.0,2.0,40.43,2
6376,Uttarahalli,1025.0,2.0,35.88,2
6377,Uttarahalli,1125.0,2.0,47.65,2
6378,Uttarahalli,1300.0,2.0,55.0,2
6379,Uttarahalli,980.0,2.0,45.0,2
6381,Uttarahalli,1265.0,2.0,65.0,3
6383,Uttarahalli,1213.0,2.0,48.0,2
6385,Uttarahalli,900.0,2.0,35.0,2
6386,Uttarahalli,1065.0,2.0,42.6,2
6387,Uttarahalli,1270.0,2.0,55.25,3
6388,Uttarahalli,1107.0,2.0,45.0,2
6389,Uttarahalli,1200.0,2.0,55.0,2
6391,Uttarahalli,1460.0,3.0,76.0,3
6392,Uttarahalli,1500.0,3.0,68.0,3
6393,Uttarahalli,1120.0,2.0,50.0,2
6394,Uttarahalli,1150.0,2.0,46.0,2
6395,Uttarahalli,1330.0,2.0,58.0,3
6397,Uttarahalli,1000.0,2.0,52.0,2
6398,Uttarahalli,1037.0,2.0,36.0,2
6400,Uttarahalli,1000.0,2.0,39.5,2
6401,Uttarahalli,1125.0,1.0,45.0,2
6403,Uttarahalli,1160.0,2.0,40.58,2
6404,Uttarahalli,1123.0,2.0,60.0,2
6405,Uttarahalli,1000.0,2.0,35.0,2
6406,Uttarahalli,1165.0,1.0,42.09,2
6407,Uttarahalli,1260.0,2.0,55.0,2
6408,Uttarahalli,1284.0,2.0,53.36,2
6409,Uttarahalli,1150.0,2.0,45.99,2
6410,Uttarahalli,1290.0,2.0,56.12,3
6411,Uttarahalli,1328.0,2.0,56.0,3
6412,Uttarahalli,1040.0,2.0,36.4,2
6413,Varthur,1160.0,2.0,44.0,2
6414,Varthur,1385.0,2.0,80.0,2
6416,Varthur,1024.0,2.0,42.0,2
6417,Varthur,1125.0,2.0,40.0,2
6418,Varthur,1012.0,2.0,66.5,2
6419,Varthur,1112.0,2.0,40.0,2
6420,Varthur,1055.0,2.0,45.35,2
6421,Varthur,1280.0,2.0,65.0,2
6422,Varthur,977.0,2.0,36.0,2
6423,Varthur,1250.0,3.0,71.0,3
6424,Varthur,1200.0,3.0,67.75,3
6425,Varthur,1111.0,2.0,41.88,2
6426,Varthur,1140.0,2.0,55.5,2
6427,Varthur,1012.0,2.0,59.0,2
6428,Varthur,1140.0,2.0,39.9,2
6429,Varthur,1090.0,2.0,48.0,2
6430,Varthur,1450.0,3.0,71.0,3
6431,Varthur,1210.0,2.0,60.0,2
6432,Varthur,1070.0,2.0,46.0,2
6433,Varthur,1360.0,2.0,85.0,3
6434,Varthur,965.0,2.0,34.0,2
6435,Varthur,1120.0,2.0,44.24,2
6436,Varthur,1395.0,2.0,79.0,3
6437,Varthur,1085.0,2.0,45.0,2
6438,Varthur,1250.0,2.0,47.0,2
6439,Varthur,1200.0,3.0,68.38,3
6441,Varthur,1155.0,2.0,60.0,2
6442,Varthur,1035.0,2.0,60.0,2
6443,Varthur,1100.0,2.0,72.0,2
6444,Varthur,1155.0,2.0,39.0,2
6445,Varthur,1180.0,2.0,55.0,2
6447,Varthur,1738.0,2.0,57.35,2
6448,Varthur,1045.0,2.0,40.65,2
6450,Varthur,1210.0,2.0,64.15,2
6452,Varthur,1105.0,2.0,38.0,2
6453,Varthur,1560.0,3.0,90.0,3
6454,Varthur,1760.0,2.0,85.0,2
6455,Varthur,1210.0,2.0,54.0,2
6457,Varthur,1000.0,1.0,65.0,2
6459,Varthur Road,900.0,2.0,27.0,2
6460,Varthur Road,1277.0,2.0,59.0,2
6461,Varthur Road,1247.0,2.0,58.0,3
6462,Varthur Road,1050.0,2.0,42.7,2
6463,Varthur Road,1255.0,2.0,52.76,2
6465,Varthur Road,1033.0,2.0,32.0,2
6466,Varthur Road,1140.0,2.0,49.11,2
6467,Varthur Road,850.0,2.0,25.4,2
6468,Vidyaranyapura,1440.0,2.0,95.0,2
6469,Vidyaranyapura,1062.0,2.0,38.0,2
6470,Vidyaranyapura,1200.0,2.0,55.0,2
6471,Vidyaranyapura,1200.0,4.0,90.0,4
6472,Vidyaranyapura,1485.0,2.0,67.0,3
6473,Vidyaranyapura,1060.0,2.0,55.0,2
6474,Vidyaranyapura,1100.0,2.0,54.0,2
6475,Vidyaranyapura,1440.0,2.0,70.0,3
6476,Vidyaranyapura,1000.0,2.0,35.0,2
6478,Vidyaranyapura,1120.0,2.0,70.0,2
6479,Vidyaranyapura,945.0,2.0,40.0,2
6480,Vidyaranyapura,1200.0,2.0,65.0,3
6481,Vidyaranyapura,1200.0,2.0,52.0,2
6482,Vidyaranyapura,1175.0,2.0,35.0,2
6483,Vidyaranyapura,1050.0,2.0,50.0,2
6484,Vidyaranyapura,1188.0,2.0,50.0,2
6485,Vidyaranyapura,1100.0,2.0,75.0,3
6486,Vidyaranyapura,1100.0,2.0,72.0,3
6487,Vidyaranyapura,2400.0,5.0,135.0,4
6488,Vidyaranyapura,1100.0,2.0,41.0,2
6489,Vidyaranyapura,1200.0,2.0,60.5,2
6490,Vidyaranyapura,1200.0,2.0,42.0,2
6491,Vijayanagar,1704.0,3.0,110.0,3
6492,Vijayanagar,1933.0,3.0,129.0,3
6494,Vijayanagar,1450.0,3.0,100.0,3
6495,Vijayanagar,1580.0,2.0,134.0,3
6496,Vijayanagar,1826.0,3.0,121.0,3
6497,Vijayanagar,1739.0,3.0,116.0,3
6498,Vijayanagar,1490.0,3.0,100.0,3
6499,Vijayanagar,1180.0,2.0,65.0,2
6500,Vijayanagar,606.0,1.0,34.78,1
6501,Vijayanagar,1352.0,2.0,68.0,2
6502,Vijayanagar,1527.0,3.0,115.0,3
6503,Vijayanagar,989.0,2.0,60.0,2
6504,Vijayanagar,1520.0,2.0,103.0,3
6505,Vijayanagar,1749.0,3.0,117.0,3
6506,Vijayanagar,1046.0,2.0,75.0,2
6507,Vijayanagar,606.0,1.0,40.0,1
6508,Vijayanagar,1200.0,2.0,62.0,2
6511,Vijayanagar,1760.0,3.0,140.0,3
6512,Vijayanagar,2047.0,3.0,136.0,3
6513,Vijayanagar,1200.0,2.0,75.0,3
6514,Vijayanagar,1178.0,2.0,82.0,2
6515,Vijayanagar,864.0,2.0,45.0,2
6516,Vijayanagar,2100.0,6.0,252.0,4
6517,Vijayanagar,920.0,2.0,60.0,2
6518,Vijayanagar,1019.0,2.0,58.0,2
6519,Vijayanagar,2400.0,6.0,125.0,5
6520,Vijayanagar,1180.0,2.0,86.0,2
6521,Vijayanagar,1046.0,2.0,49.06,2
6522,Vijayanagar,2400.0,2.0,230.0,1
6523,Vijayanagar,492.0,1.0,40.0,1
6525,Vishveshwarya Layout,750.0,1.0,30.0,1
6526,Vishveshwarya Layout,2000.0,4.0,75.0,4
6527,Vishveshwarya Layout,2100.0,6.0,92.0,6
6528,Vishveshwarya Layout,2000.0,3.0,90.0,4
6529,Vishwapriya Layout,820.0,2.0,30.0,2
6530,Vishwapriya Layout,770.0,2.0,30.0,2
6531,Vishwapriya Layout,910.0,2.0,36.0,2
6532,Vishwapriya Layout,890.0,2.0,37.0,2
6533,Vittasandra,1404.0,2.0,71.0,2
6534,Vittasandra,1246.0,2.0,67.0,2
6535,Vittasandra,1404.0,2.0,69.3,2
6536,Vittasandra,1246.0,2.0,67.3,2
6537,Vittasandra,1246.0,2.0,64.5,2
6538,Vittasandra,1246.0,2.0,68.0,2
6540,Vittasandra,1238.0,2.0,67.0,2
6541,Vittasandra,1404.0,2.0,75.0,2
6542,Vittasandra,1246.0,2.0,65.0,2
6543,Vittasandra,1246.0,2.0,67.4,2
6544,Vittasandra,1259.0,2.0,67.4,2
6545,Vittasandra,1404.0,2.0,68.8,2
6546,Vittasandra,1246.0,2.0,62.3,2
6547,Vittasandra,1246.0,2.0,63.0,2
6548,Vittasandra,1246.0,2.0,65.4,2
6550,Vittasandra,1238.0,2.0,67.32,2
6552,Vittasandra,1404.0,2.0,70.0,2
6553,Vittasandra,1259.0,2.0,67.48,2
6555,Vittasandra,1404.0,2.0,72.0,2
6556,Vittasandra,1246.0,2.0,67.5,2
6557,Vittasandra,1404.0,2.0,67.5,2
6561,Whitefield,1610.0,3.0,81.0,3
6562,Whitefield,1459.0,2.0,94.82,2
6567,Whitefield,1280.0,2.0,75.0,2
6569,Whitefield,1910.0,3.0,161.0,3
6570,Whitefield,3252.0,4.0,230.0,4
6571,Whitefield,11890.0,4.0,700.0,4
6574,Whitefield,1150.0,2.0,70.0,2
6575,Whitefield,1768.0,3.0,101.0,3
6577,Whitefield,1600.0,3.0,86.0,3
6578,Whitefield,4144.0,4.0,315.0,4
6579,Whitefield,4104.0,4.0,360.0,4
6580,Whitefield,1790.0,3.0,100.0,3
6581,Whitefield,1720.0,3.0,100.0,3
6583,Whitefield,1640.0,4.0,91.0,3
6586,Whitefield,2280.0,4.0,126.0,3
6589,Whitefield,1897.0,3.0,130.0,3
6590,Whitefield,2225.0,2.0,125.0,3
6591,Whitefield,4348.5,2.0,304.0,4
6594,Whitefield,2268.0,3.0,163.0,4
6597,Whitefield,2400.0,4.0,200.0,4
6599,Whitefield,1360.0,2.0,95.0,2
6601,Whitefield,1697.0,3.0,94.79,3
6602,Whitefield,5000.0,4.0,400.0,4
6603,Whitefield,3000.0,5.0,250.0,4
6604,Whitefield,1700.0,3.0,115.0,3
6607,Whitefield,2842.0,3.0,162.0,3
6611,Whitefield,1500.0,3.0,130.0,3
6613,Whitefield,1405.0,2.0,78.0,3
6614,Whitefield,2225.0,3.0,115.0,3
6615,Whitefield,1272.0,2.0,95.05,2
6618,Whitefield,1192.0,2.0,71.0,2
6622,Whitefield,1626.0,3.0,89.0,3
6623,Whitefield,1585.0,3.0,88.0,3
6624,Whitefield,665.0,2.0,28.585,1
6626,Whitefield,1280.0,2.0,85.0,2
6627,Whitefield,1200.0,3.0,68.5,3
6628,Whitefield,4000.0,4.0,330.0,4
6629,Whitefield,1697.0,3.0,108.0,3
6631,Whitefield,3606.0,4.0,312.0,4
6632,Whitefield,1485.0,2.0,90.0,2
6633,Whitefield,950.0,1.0,50.0,1
6634,Whitefield,3584.0,4.0,199.0,4
6635,Whitefield,825.0,1.0,45.0,1
6638,Whitefield,1635.0,2.0,85.0,3
6639,Whitefield,1216.0,2.0,79.0,2
6645,Whitefield,920.0,2.0,63.0,2
6647,Whitefield,1170.0,2.0,71.0,2
6648,Whitefield,1118.0,2.0,75.0,2
6649,Whitefield,1800.0,3.0,110.0,3
6650,Whitefield,1562.0,3.0,103.0,3
6653,Whitefield,2321.0,4.0,128.0,3
6654,Whitefield,1320.0,2.0,95.0,2
6657,Whitefield,3010.0,3.0,200.0,3
6658,Whitefield,1346.0,2.0,96.17,2
6659,Whitefield,3850.0,5.0,316.0,3
6663,Whitefield,2500.0,4.0,155.0,4
6664,Whitefield,905.0,1.0,55.0,1
6666,Whitefield,2268.0,3.0,146.0,4
6669,Whitefield,630.5,1.0,32.79,1
6670,Whitefield,3537.0,5.0,210.0,4
6672,Whitefield,1697.0,3.0,115.0,3
6675,Whitefield,3250.0,5.0,290.0,5
6679,Whitefield,1269.0,2.0,75.0,2
6680,Whitefield,3227.0,5.0,250.0,5
6681,Whitefield,1545.0,3.0,79.0,3
6683,Whitefield,3262.0,4.0,260.0,4
6685,Whitefield,1132.0,2.0,79.28,2
6688,Whitefield,2830.0,5.0,160.0,4
6690,Whitefield,1195.0,2.0,70.0,2
6691,Whitefield,3480.0,4.0,284.0,3
6693,Whitefield,3004.0,4.0,285.0,4
6695,Whitefield,709.0,1.0,34.385,1
6697,Whitefield,1320.0,2.0,79.5,2
6698,Whitefield,750.0,2.0,52.7,2
6699,Whitefield,1200.0,3.0,61.96,3
6704,Whitefield,2094.0,2.0,113.19,3
6706,Whitefield,3445.0,5.0,270.0,4
6707,Whitefield,1700.0,3.0,140.0,3
6708,Whitefield,4827.0,4.0,400.0,4
6709,Whitefield,1405.0,2.0,84.5,2
6711,Whitefield,3252.0,4.0,280.0,4
6712,Whitefield,1150.0,2.0,90.0,2
6713,Whitefield,2400.0,4.0,147.0,4
6715,Whitefield,624.0,1.0,35.0,1
6717,Whitefield,1700.0,3.0,95.0,3
6718,Whitefield,4960.0,4.0,400.0,4
6719,Whitefield,2928.0,4.0,198.0,4
6721,Whitefield,2700.0,5.0,175.0,3
6722,Whitefield,1216.0,2.0,84.0,2
6723,Whitefield,2882.0,5.0,204.0,4
6724,Whitefield,1840.0,3.0,140.0,3
6725,Whitefield,1778.0,3.0,122.0,3
6727,Whitefield,650.0,1.0,25.0,1
6728,Whitefield,2155.0,3.0,125.0,4
6729,Whitefield,905.0,1.0,52.0,1
6733,Whitefield,1216.0,2.0,75.0,2
6735,Whitefield,1255.0,2.0,77.0,2
6736,Whitefield,1216.0,2.0,73.0,2
6737,Whitefield,709.0,1.0,34.735,1
6741,Whitefield,1745.0,3.0,100.0,3
6742,Whitefield,3200.0,4.0,224.0,4
6744,Whitefield,825.0,1.0,44.9,1
6747,Whitefield,1870.0,3.0,138.0,3
6749,Whitefield,1862.0,3.0,125.0,3
6750,Whitefield,1655.0,3.0,113.0,3
6751,Whitefield,530.0,1.0,29.44,1
6753,Whitefield,905.0,1.0,50.0,1
6754,Whitefield,1600.0,3.0,82.0,3
6755,Whitefield,1230.0,4.0,80.0,4
6757,Whitefield,630.5,1.0,32.15,1
6758,Whitefield,905.0,1.0,52.0,1
6762,Whitefield,1216.0,2.0,83.0,2
6767,Whitefield,4075.0,5.0,226.0,4
6768,Whitefield,4000.0,4.0,380.0,4
6774,Whitefield,2856.0,5.0,158.5,4
6777,Whitefield,750.0,1.0,51.0,1
6780,Whitefield,1173.0,2.0,77.0,2
6781,Whitefield,1200.0,3.0,68.4,3
6785,Whitefield,3425.0,5.0,250.0,4
6790,Whitefield,2173.0,3.0,128.0,3
6792,Whitefield,905.0,1.0,62.0,1
6793,Whitefield,1320.0,2.0,99.26,2
6794,Whitefield,2901.0,4.0,190.0,3
6795,Whitefield,1485.0,2.0,96.51,2
6796,Whitefield,1755.0,3.0,101.0,3
6798,Whitefield,2225.0,3.0,149.0,3
6799,Whitefield,1250.0,2.0,82.0,2
6801,Whitefield,605.0,1.0,40.0,1
6804,Whitefield,2210.0,3.0,156.0,3
6805,Whitefield,1173.0,2.0,78.2,2
6806,Whitefield,1740.0,4.0,130.0,3
6808,Whitefield,1655.0,3.0,120.0,3
6809,Whitefield,4003.0,6.0,300.0,4
6811,Whitefield,1180.0,2.0,70.0,2
6813,Whitefield,2023.0,4.0,130.0,3
6814,Whitefield,2134.0,4.0,118.0,3
6817,Whitefield,905.0,1.0,60.0,1
6823,Whitefield,1452.0,3.0,90.0,3
6824,Whitefield,2850.0,5.0,240.0,4
6826,Whitefield,2830.0,5.0,190.0,4
6827,Whitefield,1295.0,2.0,78.5,2
6828,Whitefield,840.0,1.0,57.6,1
6829,Whitefield,640.0,1.0,19.83,1
6830,Whitefield,1991.0,3.0,104.0,3
6834,Whitefield,1655.0,3.0,97.0,3
6835,Whitefield,1850.0,3.0,150.0,3
6836,Whitefield,1200.0,3.0,67.77,3
6837,Whitefield,1290.0,2.0,90.0,2
6839,Whitefield,1356.0,2.0,94.84,2
6840,Whitefield,1338.0,2.0,103.0,2
6842,Whitefield,3450.0,4.0,208.0,3
6846,Whitefield,1267.0,2.0,90.33,2
6847,Whitefield,2400.0,4.0,143.0,4
6848,Whitefield,1836.0,3.0,125.0,3
6850,Whitefield,3596.0,3.0,200.0,3
6851,Whitefield,1275.0,2.0,65.0,3
6854,Whitefield,1216.0,2.0,82.0,2
6855,Whitefield,1495.0,3.0,88.0,2
6856,Whitefield,1564.0,3.0,103.0,3
6857,Whitefield,1585.0,3.0,84.0,3
6859,Whitefield,1558.0,3.0,90.0,3
6861,Whitefield,1704.0,3.0,120.0,3
6863,Whitefield,1256.0,2.0,73.0,2
6866,Whitefield,1300.0,2.0,78.0,2
6867,Whitefield,1570.0,3.0,88.0,3
6868,Whitefield,1216.0,2.0,84.03,2
6870,Whitefield,1216.0,2.0,72.5,2
6872,Whitefield,2025.0,4.0,115.0,3
6873,Whitefield,1346.0,2.0,100.0,3
6877,Whitefield,2990.0,3.0,198.0,4
6879,Whitefield,1720.0,3.0,98.97,3
6880,Whitefield,1600.0,3.0,95.0,3
6881,Whitefield,1655.0,3.0,108.0,3
6882,Whitefield,1740.0,3.0,95.0,3
6884,Whitefield,1350.0,2.0,88.0,2
6886,Whitefield,1216.0,2.0,80.0,2
6887,Whitefield,2900.0,4.0,225.0,4
6888,Whitefield,1340.0,2.0,101.0,2
6890,Whitefield,1500.0,3.0,78.57,3
6891,Whitefield,1626.0,3.0,85.0,3
6893,Whitefield,1100.0,2.0,65.0,2
6895,Whitefield,1270.0,2.0,65.0,3
6896,Whitefield,3117.0,3.0,261.0,3
6898,Whitefield,3150.0,3.0,290.0,3
6900,Whitefield,2956.0,5.0,234.0,4
6904,Whitefield,2247.0,3.0,145.0,3
6905,Whitefield,3940.0,5.0,265.0,4
6907,Whitefield,1160.0,2.0,67.0,2
6909,Whitefield,1180.0,2.0,77.0,2
6910,Whitefield,2140.0,3.0,139.0,3
6911,Whitefield,1314.0,2.0,84.0,2
6918,Whitefield,1431.0,3.0,85.0,3
6919,Whitefield,524.0,1.0,29.0,1
6920,Whitefield,2830.0,4.0,161.0,4
6921,Whitefield,2135.0,3.0,149.0,4
6923,Whitefield,3075.0,2.0,188.0,4
6924,Whitefield,1760.0,3.0,160.0,3
6925,Whitefield,1655.0,3.0,110.0,3
6926,Whitefield,840.0,1.0,57.0,1
6927,Whitefield,1725.0,3.0,106.0,3
6929,Whitefield,516.0,1.0,39.0,1
6930,Whitefield,6000.0,4.0,410.0,4
6931,Whitefield,1639.0,3.0,107.0,3
6932,Whitefield,1820.0,3.0,113.0,3
6934,Whitefield,3565.0,4.0,218.0,4
6935,Whitefield,3410.0,5.0,253.0,4
6938,Whitefield,4500.0,4.0,330.0,4
6939,Whitefield,1250.0,2.0,85.0,2
6941,Whitefield,1277.0,2.0,77.0,2
6942,Whitefield,1820.0,3.0,140.0,3
6943,Whitefield,3453.0,4.0,247.0,4
6947,Whitefield,2280.0,4.0,125.0,3
6948,Whitefield,2882.0,5.0,200.0,4
6950,Whitefield,1639.5,3.0,92.63,3
6953,Whitefield,1190.0,2.0,70.0,2
6955,Whitefield,1270.0,2.0,94.0,2
6956,Whitefield,1220.0,2.0,89.0,2
6958,Whitefield,3758.0,3.0,300.0,3
6963,Whitefield,1216.0,2.0,72.0,2
6965,Whitefield,5400.0,5.0,475.0,4
6966,Whitefield,1396.0,3.0,74.0,3
6975,Whitefield,1615.0,3.0,96.9,3
6981,Whitefield,1200.0,2.0,70.0,2
6985,Whitefield,2321.0,4.0,157.0,3
6986,Whitefield,1224.0,2.0,75.0,2
6988,Whitefield,4144.0,5.0,331.0,5
6991,Whitefield,1200.0,3.0,67.75,3
6992,Whitefield,2444.0,4.0,145.0,4
6993,Whitefield,1270.0,2.0,110.0,2
6994,Whitefield,1660.0,3.0,110.0,3
6995,Whitefield,1270.0,2.0,105.0,2
6997,Whitefield,1362.0,2.0,85.0,2
6999,Whitefield,1457.0,2.0,105.0,3
7000,Whitefield,1720.0,3.0,128.0,3
7007,Whitefield,1760.0,3.0,139.0,3
7008,Whitefield,613.0,1.0,48.0,1
7009,Whitefield,1730.0,3.0,125.0,3
7011,Whitefield,877.0,1.0,59.0,1
7014,Yelachenahalli,1464.0,2.0,105.0,3
7015,Yelachenahalli,2400.0,1.0,150.0,2
7016,Yelachenahalli,1700.0,3.0,130.0,3
7017,Yelachenahalli,1130.0,2.0,40.0,2
7018,Yelachenahalli,1080.0,2.0,55.0,2
7019,Yelachenahalli,1400.0,2.0,78.0,2
7020,Yelachenahalli,1080.0,2.0,38.0,2
7021,Yelachenahalli,1330.0,3.0,73.5,3
7022,Yelachenahalli,800.0,1.0,30.0,2
7023,Yelachenahalli,1100.0,2.0,60.0,2
7024,Yelachenahalli,1365.0,2.0,72.0,3
7025,Yelachenahalli,1103.0,2.0,55.0,2
7026,Yelachenahalli,1000.0,2.0,50.0,2
7028,Yelahanka,1326.0,2.0,78.0,2
7035,Yelahanka,1705.0,3.0,95.0,3
7036,Yelahanka,1234.0,2.0,80.0,2
7037,Yelahanka,1315.0,2.0,85.0,2
7038,Yelahanka,1170.0,2.0,62.5,2
7040,Yelahanka,697.0,1.0,45.0,1
7043,Yelahanka,2195.0,4.0,127.0,3
7045,Yelahanka,1614.0,3.0,95.0,3
7047,Yelahanka,628.0,1.0,24.0,1
7050,Yelahanka,654.0,1.0,38.4,1
7058,Yelahanka,1825.0,3.0,105.0,3
7059,Yelahanka,1603.0,3.0,96.0,3
7060,Yelahanka,1304.0,2.0,79.0,2
7066,Yelahanka,1517.0,3.0,76.3,3
7070,Yelahanka,1327.0,2.0,85.0,2
7073,Yelahanka,1566.0,3.0,97.0,3
7075,Yelahanka,1270.0,2.0,78.0,2
7076,Yelahanka,1400.0,2.0,80.54,3
7078,Yelahanka,1322.0,2.0,86.0,2
7079,Yelahanka,1100.0,2.0,70.0,2
7080,Yelahanka,1200.0,2.0,70.0,2
7082,Yelahanka,4000.0,5.0,220.0,5
7083,Yelahanka,2675.0,4.0,140.0,4
7085,Yelahanka,654.0,1.0,37.0,1
7086,Yelahanka,1465.0,3.0,80.01,3
7090,Yelahanka,1692.0,3.0,83.0,3
7095,Yelahanka,2145.0,3.0,125.0,3
7097,Yelahanka,1322.0,2.0,75.0,2
7100,Yelahanka,602.0,1.0,26.0,1
